return_id,order_id,customer_id,sku,return_date,purchase_date,return_text,customer_selected_reason,return_type,refund_amount,quantity,store_channel,return_channel,warranty_claim,days_since_purchase,return_status,ground_truth_reason,root_cause_group,preventable,preventable_owner,severity,ground_truth_priority,product_name,brand,product_category,subcategory,model,price,warranty_months,launch_date,weight,colour,battery_capacity,connector_type,operating_system,compatibility,supplier_id,packaging_type,listing_title,listing_description,listed_compatibility,listed_accessories,listed_dimensions,listed_colour,listing_last_updated,content_quality_score,compatibility_information_present,installation_guide_present,image_accuracy_score,viewed_product_page,viewed_compatibility_guide,viewed_size_guide,viewed_manual,contacted_support,support_contact_count,attempted_troubleshooting,replacement_requested,refund_requested,days_before_contact,customer_action_notes,inspection_date,inspector_id,physical_damage,functional_test,missing_accessories,packaging_damage,water_damage,battery_health,compatibility_verified,fault_confirmed,inspection_notes,inspection_outcome,date,scenario,returns_received,staff_available,normal_staff_capacity,processing_capacity,average_processing_minutes,backlog_size,carrier_delay_hours,urgent_demand_index,inspection_capacity,system_status
RET-102682,ORD-540642,CUST-120423,SKU-LAP-1107,2025-03-05,2025-02-28,wrong size cable,COMPATIBILITY_ISSUE,STANDARD_RETURN,424.28,2,ONLINE,MAIL,False,5,APPROVED,COMPATIBILITY_ISSUE,CONTENT,YES,Content Team,MEDIUM,P2,Zenith Laptop 207,Zenith,Laptops,Laptops Standard,MOD-2107,212.14,24,2024-04-07,1.69,Midnight Black,2000,USB-C,,Universal,SUP-104,Pouch,Zenith Laptop 207 - High Performance,Official Zenith Laptops with USB-C support.,iOS and Android,"Charger, User Manual, Cable",24x15x3 cm,Midnight Black,2024-04-27,0.92,True,True,0.87,True,False,True,True,False,0,True,False,True,7,Customer initiated return for COMPATIBILITY_ISSUE,2025-03-08,INSP-17,False,PASSED,False,False,False,98,False,False,Inspection completed. Outcome: Compatibility Issue,Compatibility Issue,2025-03-05,NORMAL,34.0,25.0,30.0,60.0,14.0,16.0,1.8,1.0,60.0,HEALTHY
RET-108230,ORD-501518,CUST-90592,SKU-CAB-1028,2025-11-30,2025-11-25,router does not support mesh network,NO_FAULT_FOUND,STANDARD_RETURN,240.03,1,ONLINE,IN_STORE_DROP,False,5,PROCESSED,COMPATIBILITY_ISSUE,CONTENT,YES,Content Team,MEDIUM,P2,VoltMax Cable 128,VoltMax,Cables,Cables Standard,MOD-2028,240.03,12,2024-05-10,2.94,White,0,USB-C,,Universal,SUP-100,Pouch,VoltMax Cable 128 - High Performance,Official VoltMax Cables with USB-C support.,iOS and Android,"Charger, User Manual, Cable",26x7x1 cm,White,2024-05-10,0.81,True,False,0.92,True,False,True,False,False,1,True,False,True,2,Customer initiated return for COMPATIBILITY_ISSUE,2025-12-03,INSP-17,False,PASSED,False,False,False,94,False,False,Inspection completed. Outcome: Compatibility Issue,Compatibility Issue,2025-11-30,NORMAL,50.0,27.0,30.0,60.0,15.0,12.0,1.7,1.0,60.0,HEALTHY
RET-105787,ORD-508945,CUST-116608,SKU-SPE-1027,2025-01-31,2025-01-21,manual didn't explain installation,SETUP_DIFFICULTY,STANDARD_RETURN,210.09,1,MARKETPLACE,MAIL,False,10,APPROVED,SETUP_DIFFICULTY,CONTENT,YES,Customer Support,LOW,P3,AeroTech Speaker 127,AeroTech,Speakers,Speakers Standard,MOD-2027,210.09,6,2023-07-19,1.5,White,5000,Bluetooth,,iOS/Android,SUP-110,Eco Carton,AeroTech Speaker 127 - High Performance,Official AeroTech Speakers with Bluetooth support.,iOS and Android,"Charger, User Manual, Cable",19x8x1 cm,White,2024-05-28,1.0,True,True,0.87,True,True,False,False,True,5,False,False,True,4,Customer initiated return for SETUP_DIFFICULTY,2025-02-01,INSP-13,False,PASSED,False,False,False,94,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found,2025-01-31,NORMAL,49.0,28.0,30.0,60.0,13.0,11.0,1.6,1.0,60.0,HEALTHY
RET-110285,ORD-578703,CUST-98197,SKU-SPE-1087,2025-10-31,2025-10-09,charger missing from box,MISSING_ACCESSORY,STANDARD_RETURN,518.79,1,ONLINE,MAIL,False,22,APPROVED,MISSING_ACCESSORY,PRODUCT,YES,Supplier,MEDIUM,P3,PixelCraft Speaker 187,PixelCraft,Speakers,Speakers Standard,MOD-2087,518.79,12,2023-11-28,4.15,Midnight Black,4000,Micro-USB,,Specific,SUP-100,Blister Pack,PixelCraft Speaker 187 - High Performance,Official PixelCraft Speakers with Micro-USB support.,iOS and Android,"Charger, User Manual, Cable",24x6x5 cm,Midnight Black,2024-01-11,0.86,True,True,0.93,True,True,True,False,False,1,True,True,True,9,Customer initiated return for MISSING_ACCESSORY,2025-11-02,INSP-20,False,PASSED,True,False,False,100,True,True,Inspection completed. Outcome: Missing Accessory,Missing Accessory,2025-10-31,NORMAL,55.0,29.0,30.0,60.0,14.0,7.0,1.6,1.0,60.0,HEALTHY
RET-105147,ORD-536559,CUST-125998,SKU-TAB-1128,2025-03-15,2025-03-03,spilled coffee on keyboard,COMPATIBILITY_ISSUE,STANDARD_RETURN,1185.22,1,RETAIL_STORE,IN_STORE_DROP,False,12,APPROVED,CUSTOMER_DAMAGE,CUSTOMER,NO,Customer,LOW,P4,VoltMax Tablet 228,VoltMax,Tablets,Tablets Standard,MOD-2128,1185.22,24,2024-02-13,0.17,Silver,2000,Lightning,iOS,Specific,SUP-109,Pouch,VoltMax Tablet 228 - High Performance,Official VoltMax Tablets with Lightning support.,See Description,"Charger, User Manual, Cable",26x9x4 cm,Silver,2024-06-13,0.58,False,False,0.63,True,False,False,True,True,2,False,False,True,5,Customer initiated return for CUSTOMER_DAMAGE,2025-03-17,INSP-18,True,PASSED,False,False,True,87,True,True,Inspection completed. Outcome: Customer Damage,Customer Damage,2025-03-15,URGENT_DEMAND,101.0,32.0,30.0,70.0,24.0,64.0,2.7,1.65,70.0,HEALTHY
RET-111539,ORD-574548,CUST-111790,SKU-SMA-1019,2025-02-09,2025-01-20,cannot get software setup to complete,SETUP_DIFFICULTY,WARRANTY,859.84,1,ONLINE,MAIL,True,20,PROCESSED,SETUP_DIFFICULTY,CONTENT,YES,Customer Support,LOW,P3,PixelCraft Smartwatche 119,PixelCraft,Smartwatches,Smartwatches Standard,MOD-2019,859.84,36,2023-12-10,4.51,Ocean Blue,5000,Bluetooth,,iOS/Android,SUP-101,Blister Pack,PixelCraft Smartwatche 119 - High Performance,Official PixelCraft Smartwatches with Bluetooth support.,iOS and Android,"Charger, User Manual, Cable",20x5x5 cm,Ocean Blue,2024-05-21,0.89,True,False,0.88,True,True,False,False,True,5,False,False,True,0,Customer initiated return for SETUP_DIFFICULTY,2025-02-12,INSP-14,False,PASSED,False,False,False,92,True,False,Inspection completed. Outcome: Unable to Reproduce,Unable to Reproduce,2025-02-09,DELIVERY_DELAY,75.0,25.0,30.0,60.0,18.0,26.0,18.8,1.0,60.0,DEGRADED
RET-107024,ORD-534716,CUST-121324,SKU-KEY-1145,2025-04-30,2025-04-21,screen brightness too low for outdoor use,PERFORMANCE_EXPECTATION,STANDARD_RETURN,424.03,1,RETAIL_STORE,MAIL,False,9,PENDING_INSPECTION,PERFORMANCE_EXPECTATION,CONTENT,YES,Content Team,LOW,P4,SonicWave Keyboard 245,SonicWave,Keyboards,Keyboards Standard,MOD-2145,424.03,6,2023-05-26,3.42,Ocean Blue,0,3.5mm Jack,,Specific,SUP-108,Pouch,SonicWave Keyboard 245 - High Performance,Official SonicWave Keyboards with 3.5mm Jack support.,iOS and Android,"Charger, User Manual, Cable",12x10x5 cm,Ocean Blue,2024-04-19,0.81,True,False,0.85,True,True,False,True,True,1,True,False,True,8,Customer initiated return for PERFORMANCE_EXPECTATION,2025-05-02,INSP-13,False,PASSED,False,False,False,98,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found,2025-04-30,NORMAL,54.0,28.0,30.0,60.0,16.0,17.0,1.0,1.0,60.0,HEALTHY
RET-101735,ORD-562237,CUST-94816,SKU-CHA-1035,2025-08-16,2025-07-30,display lines appeared after 5 months,PERFORMANCE_EXPECTATION,WARRANTY,328.39,1,RETAIL_STORE,IN_STORE_DROP,True,17,APPROVED,WARRANTY_FAILURE,PRODUCT,YES,Product Team,HIGH,P4,VoltMax Charger 135,VoltMax,Chargers,Chargers Standard,MOD-2035,328.39,6,2024-01-16,0.86,Space Gray,0,HDMI,,Specific,SUP-109,Blister Pack,VoltMax Charger 135 - High Performance,Official VoltMax Chargers with HDMI support.,iOS and Android,"Charger, User Manual, Cable",18x13x4 cm,Space Gray,2024-03-05,0.92,True,True,0.95,True,False,False,True,True,2,False,False,True,3,Customer initiated return for WARRANTY_FAILURE,2025-08-19,INSP-20,False,FAILED,False,False,False,85,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect,2025-08-16,NORMAL,34.0,30.0,30.0,60.0,15.0,12.0,1.8,1.0,60.0,HEALTHY
RET-104077,ORD-545310,CUST-95142,SKU-CHA-1020,2025-12-29,2025-12-08,left earbud stopped working,PRODUCT_DEFECT,WARRANTY,90.87,1,ONLINE,LOCKER,True,21,PROCESSED,PRODUCT_DEFECT,PRODUCT,YES,Product Team,HIGH,P4,PixelCraft Charger 120,PixelCraft,Chargers,Chargers Standard,MOD-2020,90.87,6,2023-10-29,1.23,Silver,0,HDMI,,Specific,SUP-100,Box,PixelCraft Charger 120 - High Performance,Official PixelCraft Chargers with HDMI support.,See Description,"Charger, User Manual, Cable",11x10x1 cm,Silver,2024-05-11,0.84,False,True,0.88,True,True,False,False,True,1,True,True,False,7,Customer initiated return for PRODUCT_DEFECT,2025-12-31,INSP-15,False,FAILED,False,False,False,100,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect,2025-12-29,NORMAL,59.0,29.0,30.0,60.0,14.0,16.0,1.5,1.0,60.0,HEALTHY
RET-106148,ORD-521375,CUST-120907,SKU-GAM-1030,2025-11-12,2025-10-14,motherboard short circuited,PRODUCT_DEFECT,STANDARD_RETURN,720.12,1,MARKETPLACE,LOCKER,False,29,REJECTED,PRODUCT_DEFECT,PRODUCT,YES,Product Team,CRITICAL,P1,SonicWave Gaming Accessorie 130,SonicWave,Gaming Accessories,Gaming Accessories Standard,MOD-2030,720.12,12,2023-07-26,4.71,White,0,USB-C,,Universal,SUP-103,Reinforced Case,SonicWave Gaming Accessorie 130 - High Performance,Official SonicWave Gaming Accessories with USB-C support.,See Description,"Charger, User Manual, Cable",20x9x2 cm,White,2024-06-20,0.81,False,True,0.93,True,True,True,False,False,2,True,True,False,2,Customer initiated return for PRODUCT_DEFECT,2025-11-13,INSP-12,False,FAILED,False,False,False,96,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect,2025-11-12,NORMAL,49.0,27.0,30.0,60.0,17.0,20.0,0.8,1.0,60.0,HEALTHY
RET-109745,ORD-506295,CUST-106755,SKU-HEA-1108,2025-01-02,2024-12-20,power button got stuck,PRODUCT_DEFECT,STANDARD_RETURN,525.36,1,MARKETPLACE,LOCKER,False,13,REJECTED,PRODUCT_DEFECT,PRODUCT,YES,Product Team,CRITICAL,P1,OmniGear Headphone 208,OmniGear,Headphones,Headphones Standard,MOD-2108,525.36,12,2023-09-29,3.44,Silver,10000,HDMI,,Specific,SUP-102,Blister Pack,OmniGear Headphone 208 - High Performance,Official OmniGear Headphones with HDMI support.,iOS and Android,"Charger, User Manual, Cable",15x6x4 cm,Silver,2024-03-29,0.8,True,True,0.95,True,True,False,False,True,1,True,True,False,1,Customer initiated return for PRODUCT_DEFECT,2025-01-03,INSP-13,False,FAILED,False,False,False,89,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect,2025-01-02,DELIVERY_DELAY,71.0,30.0,30.0,60.0,16.0,38.0,27.2,1.0,60.0,DEGRADED
RET-102768,ORD-515156,CUST-116518,SKU-SMA-1019,2025-09-21,2025-09-09,motherboard short circuited,MISSING_ACCESSORY,STANDARD_RETURN,859.84,1,RETAIL_STORE,IN_STORE_DROP,False,12,REJECTED,PRODUCT_DEFECT,PRODUCT,YES,Product Team,CRITICAL,P1,PixelCraft Smartwatche 119,PixelCraft,Smartwatches,Smartwatches Standard,MOD-2019,859.84,36,2023-12-10,4.51,Ocean Blue,5000,Bluetooth,,iOS/Android,SUP-101,Blister Pack,PixelCraft Smartwatche 119 - High Performance,Official PixelCraft Smartwatches with Bluetooth support.,iOS and Android,"Charger, User Manual, Cable",20x5x5 cm,Ocean Blue,2024-05-21,0.89,True,False,0.88,True,False,True,False,True,1,True,True,False,2,Customer initiated return for PRODUCT_DEFECT,2025-09-22,INSP-11,False,FAILED,False,False,False,97,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect,2025-09-21,NORMAL,32.0,27.0,30.0,60.0,12.0,17.0,0.9,1.0,60.0,HEALTHY
RET-103182,ORD-573785,CUST-123791,SKU-CAB-1013,2025-07-26,2025-07-11,box arrived soaked in rain,PACKAGING_ISSUE,STANDARD_RETURN,467.22,1,MARKETPLACE,IN_STORE_DROP,False,15,PENDING_INSPECTION,PACKAGING_ISSUE,LOGISTICS,YES,Warehouse,LOW,P4,UltraLink Cable 113,UltraLink,Cables,Cables Standard,MOD-2013,467.22,36,2023-09-28,4.86,Midnight Black,0,Micro-USB,,Specific,SUP-110,Box,UltraLink Cable 113 - High Performance,Official UltraLink Cables with Micro-USB support.,iOS and Android,"Charger, User Manual, Cable",13x15x5 cm,Midnight Black,2024-03-09,0.89,True,True,0.99,True,True,False,True,True,0,False,False,True,5,Customer initiated return for PACKAGING_ISSUE,2025-07-29,INSP-17,False,PASSED,False,True,False,91,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found,2025-07-26,URGENT_DEMAND,142.0,31.0,30.0,70.0,21.0,87.0,5.9,1.9,70.0,HEALTHY
RET-102671,ORD-510831,CUST-124243,SKU-ROU-1014,2025-10-22,2025-09-22,charging port loose after half year,WARRANTY_FAILURE,WARRANTY,925.79,1,ONLINE,MAIL,True,30,APPROVED,WARRANTY_FAILURE,PRODUCT,YES,Product Team,HIGH,P1,NexusCore Router 114,NexusCore,Routers,Routers Standard,MOD-2014,925.79,24,2023-02-27,2.23,Ocean Blue,0,Micro-USB,,Specific,SUP-100,Pouch,NexusCore Router 114 - High Performance,Official NexusCore Routers with Micro-USB support.,iOS and Android,"Charger, User Manual, Cable",18x13x2 cm,Ocean Blue,2024-05-09,0.87,True,False,0.85,True,True,True,True,True,2,False,False,True,6,Customer initiated return for WARRANTY_FAILURE,2025-10-25,INSP-17,False,FAILED,False,False,False,90,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect,2025-10-22,NORMAL,32.0,27.0,30.0,60.0,13.0,8.0,1.7,1.0,60.0,HEALTHY
RET-105893,ORD-522134,CUST-102012,SKU-GAM-1015,2025-02-08,2025-01-20,headphones won't connect to my laptop,NO_FAULT_FOUND,STANDARD_RETURN,616.6,1,MARKETPLACE,IN_STORE_DROP,False,19,PROCESSED,COMPATIBILITY_ISSUE,CONTENT,YES,Content Team,MEDIUM,P2,VoltMax Gaming Accessorie 115,VoltMax,Gaming Accessories,Gaming Accessories Standard,MOD-2015,616.6,6,2024-03-21,1.56,White,0,3.5mm Jack,,Specific,SUP-109,Blister Pack,VoltMax Gaming Accessorie 115 - High Performance,Official VoltMax Gaming Accessories with 3.5mm Jack support.,iOS and Android,"Charger, User Manual, Cable",14x10x2 cm,White,2024-05-18,0.97,True,True,0.94,True,False,False,True,True,1,False,False,True,0,Customer initiated return for COMPATIBILITY_ISSUE,2025-02-10,INSP-13,False,PASSED,False,False,False,99,False,False,Inspection completed. Outcome: Compatibility Issue,Compatibility Issue,2025-02-08,NORMAL,57.0,30.0,30.0,60.0,12.0,8.0,0.6,1.0,60.0,HEALTHY
RET-104002,ORD-562239,CUST-97778,SKU-CHA-1140,2025-03-03,2025-02-03,motherboard short circuited,CUSTOMER_ORDER_ERROR,STANDARD_RETURN,971.56,1,MARKETPLACE,LOCKER,False,28,PENDING_INSPECTION,PRODUCT_DEFECT,PRODUCT,YES,Product Team,CRITICAL,P1,PixelCraft Charger 240,PixelCraft,Chargers,Chargers Standard,MOD-2140,971.56,6,2023-11-08,4.16,Space Gray,0,3.5mm Jack,,Specific,SUP-100,Blister Pack,PixelCraft Charger 240 - High Performance,Official PixelCraft Chargers with 3.5mm Jack support.,iOS and Android,"Charger, User Manual, Cable",28x14x1 cm,Space Gray,2024-01-14,0.88,True,True,0.96,True,False,False,True,False,2,True,True,False,9,Customer initiated return for PRODUCT_DEFECT,2025-03-05,INSP-18,False,FAILED,False,False,False,100,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect,2025-03-03,NORMAL,52.0,28.0,30.0,60.0,16.0,5.0,0.7,1.0,60.0,HEALTHY
RET-106682,ORD-559538,CUST-97815,SKU-CAB-1118,2025-08-12,2025-08-04,ordered wrong size by mistake,CUSTOMER_ORDER_ERROR,STANDARD_RETURN,1156.03,1,RETAIL_STORE,MAIL,False,8,APPROVED,CUSTOMER_ORDER_ERROR,CUSTOMER,NO,Customer,LOW,P4,Zenith Cable 218,Zenith,Cables,Cables Standard,MOD-2118,1156.03,12,2024-01-22,4.31,Ocean Blue,0,Lightning,,Specific,SUP-113,Reinforced Case,Zenith Cable 218 - High Performance,Official Zenith Cables with Lightning support.,iOS and Android,"Charger, User Manual, Cable",17x15x1 cm,Ocean Blue,2024-06-11,0.81,True,True,0.99,True,False,True,False,True,2,False,False,True,5,Customer initiated return for CUSTOMER_ORDER_ERROR,2025-08-13,INSP-16,False,PASSED,False,False,False,97,True,False,Inspection completed. Outcome: Unable to Reproduce,Unable to Reproduce,2025-08-12,NORMAL,53.0,27.0,30.0,60.0,18.0,9.0,1.3,1.0,60.0,HEALTHY
RET-110596,ORD-535008,CUST-112046,SKU-TAB-1143,2025-06-11,2025-06-02,stopped working after 8 months under warranty,WARRANTY_FAILURE,WARRANTY,201.53,1,RETAIL_STORE,LOCKER,True,9,REJECTED,WARRANTY_FAILURE,PRODUCT,YES,Product Team,HIGH,P4,OmniGear Tablet 243,OmniGear,Tablets,Tablets Standard,MOD-2143,201.53,24,2024-01-05,0.86,White,2000,USB-C,iOS,Universal,SUP-100,Box,OmniGear Tablet 243 - High Performance,Official OmniGear Tablets with USB-C support.,See Description,"Charger, User Manual, Cable",14x9x3 cm,White,2024-03-24,1.0,False,True,0.99,True,False,True,True,True,2,True,False,True,1,Customer initiated return for WARRANTY_FAILURE,2025-06-12,INSP-12,False,FAILED,False,False,False,96,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect,2025-06-11,NORMAL,45.0,26.0,30.0,60.0,15.0,9.0,1.1,1.0,60.0,HEALTHY
RET-111686,ORD-548774,CUST-100665,SKU-TAB-1143,2025-11-13,2025-10-30,glass back panel shattered in delivery,SHIPPING_DAMAGE,STANDARD_RETURN,201.53,1,RETAIL_STORE,MAIL,False,14,PROCESSED,SHIPPING_DAMAGE,LOGISTICS,YES,Logistics,MEDIUM,P2,OmniGear Tablet 243,OmniGear,Tablets,Tablets Standard,MOD-2143,201.53,24,2024-01-05,0.86,White,2000,USB-C,iOS,Universal,SUP-100,Box,OmniGear Tablet 243 - High Performance,Official OmniGear Tablets with USB-C support.,See Description,"Charger, User Manual, Cable",14x9x3 cm,White,2024-03-24,1.0,False,True,0.99,True,True,True,True,True,2,False,True,False,0,Customer initiated return for SHIPPING_DAMAGE,2025-11-14,INSP-20,True,PASSED,False,True,False,96,True,True,Inspection completed. Outcome: Shipping Damage,Shipping Damage,2025-11-13,NORMAL,32.0,28.0,30.0,60.0,13.0,19.0,2.0,1.0,60.0,HEALTHY
RET-108021,ORD-526246,CUST-139701,SKU-SMA-1049,2025-01-01,2025-03-08,received wrong model version,LISTING_MISMATCH,STANDARD_RETURN,744.39,1,ONLINE,LOCKER,False,27,APPROVED,LISTING_MISMATCH,CONTENT,YES,Content Team,HIGH,P2,VoltMax Smartwatche 149,VoltMax,Smartwatches,Smartwatches Standard,MOD-2049,744.39,24,2023-07-27,1.51,Ocean Blue,2000,Micro-USB,,Specific,SUP-112,Reinforced Case,VoltMax Smartwatche 149 - High Performance,Official VoltMax Smartwatches with Micro-USB support.,iOS and Android,"Charger, User Manual, Cable",15x15x1 cm,Ocean Blue,2024-03-13,0.94,True,True,0.99,True,True,True,True,True,0,True,False,True,6,Customer initiated return for LISTING_MISMATCH,2025-04-05,INSP-12,False,PASSED,False,False,False,98,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found,2025-01-01,NORMAL,30.0,30.0,30.0,60.0,14.0,12.0,0.8,1.0,60.0,HEALTHY
RET-108202,ORD-543444,CUST-99953,SKU-GAM-1030,2025-08-11,2025-08-08,received wrong model version,LISTING_MISMATCH,STANDARD_RETURN,720.12,1,ONLINE,IN_STORE_DROP,False,3,PENDING_INSPECTION,LISTING_MISMATCH,CONTENT,YES,Content Team,HIGH,P2,SonicWave Gaming Accessorie 130,SonicWave,Gaming Accessories,Gaming Accessories Standard,MOD-2030,720.12,12,2023-07-26,4.71,White,0,USB-C,,Universal,SUP-103,Reinforced Case,SonicWave Gaming Accessorie 130 - High Performance,Official SonicWave Gaming Accessories with USB-C support.,See Description,"Charger, User Manual, Cable",20x9x2 cm,White,2024-06-20,0.81,False,True,0.93,True,True,False,True,True,1,True,False,True,5,Customer initiated return for LISTING_MISMATCH,2025-08-14,INSP-11,False,PASSED,False,False,False,92,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found,2025-08-11,NORMAL,45.0,25.0,30.0,60.0,12.0,7.0,0.6,1.0,60.0,HEALTHY
RET-105199,ORD-505807,CUST-99483,SKU-HEA-1033,2025-11-16,2025-10-25,screen keeps flickering,PRODUCT_DEFECT,WARRANTY,652.1,1,ONLINE,IN_STORE_DROP,True,22,PROCESSED,PRODUCT_DEFECT,PRODUCT,YES,Product Team,CRITICAL,P1,SonicWave Headphone 133,SonicWave,Headphones,Headphones Standard,MOD-2033,652.1,24,2023-03-09,4.41,Space Gray,5000,USB-C,,Universal,SUP-104,Blister Pack,SonicWave Headphone 133 - High Performance,Official SonicWave Headphones with USB-C support.,iOS and Android,"Charger, User Manual, Cable",30x13x1 cm,Space Gray,2024-06-19,0.83,True,True,0.94,True,False,False,True,False,0,True,True,False,8,Customer initiated return for PRODUCT_DEFECT,2025-11-17,INSP-11,False,FAILED,False,False,False,95,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect,2025-11-16,URGENT_DEMAND,130.0,29.0,30.0,70.0,25.0,125.0,3.3,2.48,70.0,HEALTHY
RET-109099,ORD-522054,CUST-111928,SKU-SMA-1109,2025-06-09,2025-06-03,bad product,OTHER,WARRANTY,737.25,1,ONLINE,MAIL,True,6,REJECTED,OTHER,UNKNOWN,YES,Customer,LOW,P4,SonicWave Smartwatche 209,SonicWave,Smartwatches,Smartwatches Standard,MOD-2109,737.25,36,2023-11-14,4.57,Silver,4000,Bluetooth,,iOS/Android,SUP-103,Eco Carton,SonicWave Smartwatche 209 - High Performance,Official SonicWave Smartwatches with Bluetooth support.,iOS and Android,"Charger, User Manual, Cable",19x8x4 cm,Silver,2024-05-03,0.86,True,True,0.92,True,False,False,False,False,1,False,False,True,5,Customer initiated return for OTHER,2025-06-10,INSP-19,False,PASSED,False,False,False,95,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found,2025-06-09,CAPACITY_LOSS,43.0,15.0,30.0,35.0,28.0,81.0,3.5,1.0,35.0,DEGRADED
RET-111809,ORD-503426,CUST-120347,SKU-GAM-1075,2025-04-28,2025-03-31,screen brightness too low for outdoor use,PERFORMANCE_EXPECTATION,STANDARD_RETURN,593.96,1,ONLINE,MAIL,False,28,APPROVED,PERFORMANCE_EXPECTATION,CONTENT,YES,Content Team,LOW,P4,UltraLink Gaming Accessorie 175,UltraLink,Gaming Accessories,Gaming Accessories Standard,MOD-2075,593.96,12,2023-12-20,3.26,Ocean Blue,0,Bluetooth,,iOS/Android,SUP-107,Box,UltraLink Gaming Accessorie 175 - High Performance,Official UltraLink Gaming Accessories with Bluetooth support.,iOS and Android,"Charger, User Manual, Cable",18x9x3 cm,Ocean Blue,2024-02-29,0.89,True,True,0.96,True,False,True,False,True,2,True,False,True,8,Customer initiated return for PERFORMANCE_EXPECTATION,2025-04-30,INSP-20,False,PASSED,False,False,False,87,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found,2025-04-28,URGENT_DEMAND,107.0,32.0,30.0,70.0,28.0,121.0,4.8,2.24,70.0,HEALTHY
RET-107163,ORD-545617,CUST-132333,SKU-CAB-1148,2025-11-12,2025-11-08,received wrong model version,LISTING_MISMATCH,STANDARD_RETURN,607.81,1,RETAIL_STORE,LOCKER,False,4,PROCESSED,LISTING_MISMATCH,CONTENT,YES,Content Team,HIGH,P2,PixelCraft Cable 248,PixelCraft,Cables,Cables Standard,MOD-2148,607.81,24,2023-02-06,4.32,Midnight Black,0,Bluetooth,,iOS/Android,SUP-106,Box,PixelCraft Cable 248 - High Performance,Official PixelCraft Cables with Bluetooth support.,iOS and Android,"Charger, User Manual, Cable",26x15x1 cm,Midnight Black,2024-05-15,0.86,True,True,0.88,True,True,False,False,False,2,True,False,True,2,Customer initiated return for LISTING_MISMATCH,2025-11-15,INSP-14,False,PASSED,False,False,False,88,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found,2025-11-12,NORMAL,49.0,27.0,30.0,60.0,17.0,20.0,0.8,1.0,60.0,HEALTHY
RET-104939,ORD-570067,CUST-102587,SKU-SMA-1139,2025-12-03,2025-11-11,display lines appeared after 5 months,WARRANTY_FAILURE,WARRANTY,198.36,1,ONLINE,LOCKER,True,22,PROCESSED,WARRANTY_FAILURE,PRODUCT,YES,Product Team,HIGH,P4,PixelCraft Smartwatche 239,PixelCraft,Smartwatches,Smartwatches Standard,MOD-2139,198.36,36,2023-04-25,4.24,Space Gray,2000,Micro-USB,,Specific,SUP-101,Pouch,PixelCraft Smartwatche 239 - High Performance,Official PixelCraft Smartwatches with Micro-USB support.,See Description,"Charger, User Manual, Cable",30x5x1 cm,Space Gray,2024-05-15,0.47,False,True,0.44,True,True,False,False,True,2,True,False,True,2,Customer initiated return for WARRANTY_FAILURE,2025-12-04,INSP-16,False,FAILED,False,False,False,97,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect,2025-12-03,DELIVERY_DELAY,73.0,27.0,30.0,60.0,21.0,24.0,39.4,1.0,60.0,DEGRADED
